Tên thương phẩm,Hoạt chất,Nhóm,Công ty đăng ký,Cây trồng,Dịch hại,Ghi chú sửa đổi
Agassi 55EC,Abamectin 54g/l + Azadirachtin 1g/l,Thuốc trừ sâu,Công ty TNHH Vbook Hoa Kỳ,bắp cải; chè; dưa hấu; lúa; lạc; nho; vải; xoài,bọ cánh tơ; bọ trĩ; bọ xít muỗi; nhện lông nhung; nhện đỏ; rầy xanh; sâu tơ; sâu xanh da láng; sâu đục bẹ; sâu đục gân lá; sâu đục quả,
Fimex 36EC,Abamectin 10g/l + Azadirachtin 26g/l,Thuốc trừ sâu,Công ty CP Công nghệ cao thuốc BVTV USA,bắp cải; cam; chè; cà chua; cải xanh; dưa hấu; lúa; xoài; đậu tương,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rầy bông; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Azetin 36EC,Abamectin 10g/l + Azadirachtin 26g/l,Thuốc trừ sâu,Công ty TNHH ADC,bưởi; cam,nhện đỏ; sâu vẽ bùa,
"Goldmectin 36EC, 60SC, 70SG","Abamectin 35.8g/l (59.9g/l), (69g/kg) + Azadirachtin 0.2g/l (0.1g/l), (1g/kg)",Thuốc trừ sâu,Công ty CP Quốc tế Agritech Hoa Kỳ,bắp cải; cam; chè; dưa hấu; hồ tiêu 60SC; lúa; ngô; thuốc lá; điều; đậu tương,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rệp; rệp sáp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu đục bẹ; tơ,
Mectinsuper 37EC,Abamectin 36g/l + Azadirachtin 1g/l,Thuốc trừ sâu,Công ty TNHH MTV BVTV Omega,bưởi; bắp cải; lúa,bọ nhảy; rầy nâu; sâu cuốn lá; sâu tơ; sâu vẽ bùa,
Vinup 40 EC,Abamectin 37 g/l + Azadirachtin 3 g/l,Thuốc trừ sâu,Công ty TNHH US.Chemical,bắp cải; cam; chanh leo; chè; cà chua; cà phê; lúa; súp lơ; thuốc lá; vải; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít muỗi; nhện đỏ; rầy nâu; rầy xanh; rệp đào; sâu cuốn lá; sâu khoang; sâu phao đục bẹ; sâu tơ; sâu xanh; sâu xanh da láng; sâu đục cuống; sâu đục quả,
Elincol 12ME,Abamectin 6 g/l + Azadirachtin 1g/l + Emamectin benzoate 5g/l,Thuốc trừ sâu,Công ty CP ENASA Việt Nam,bắp cải; cam; chè; lúa,bọ cánh tơ; nhện đỏ; rầy xanh; sâu cuốn lá; sâu tơ,
"Kuraba WP, 3.6EC",Abamectin 0.1% (3.5%) + Bacillus thuringiensis var.kurstaki 1.9% (0.1%),Thuốc trừ sâu,Công ty TNHH Sản phẩm Công Nghệ Cao,bắp cải; cà chua; dưa chuột; lạc; ngô; đậu tương,bọ trĩ; dòi đục lá; sâu khoang; sâu tơ; sâu xanh; sâu đo; sâu đục quả; sâu đục thân,
ABT 2 WP,Abamectin 0.9% + Bacillus thuringiensis var. kurstaki 1.1% (4.5 x 1010 cfu/g),Thuốc trừ sâu,Công ty TNHH Nông Sinh,bắp cải; chè; lúa; thuốc lá; vải,bọ trĩ; nhện đỏ; sâu cuốn lá; sâu tơ; sâu xanh bướm trắng; sâu đục cuống; sâu đục gân lá; sâu đục quả,
Akido 20WP,Abamectin 1g/kg + Bacillus thuringiensis var.kurstaki 19g/kg,Thuốc trừ sâu,Công ty TNHH MTV BVTV Omega,bưởi; bắp cải; lúa; rầy nâu; sâu cuốn; sâu vẽ,bùa; bọ nhảy; lá; sâu tơ,
"Atimecusa 20WP, 54EC",Abamectin 2g/kg (53g/l) + Bacillus thuringiensis var. kurstaki 18 g/kg (1g/l),Thuốc trừ sâu,Công ty CP Quốc tế Agritech Hoa Kỳ,bắp cải; cam; chè; cà chua; dưa hấu; lúa; ngô; xoài; đậu tương,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rầy bông; rầy nâu; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu đục thân,
Tridan 21.8WP,Abamectin 1.8g/kg + Bacillus thuringiensis 20g/kg (1010 bào tử/g),Thuốc trừ sâu,Công ty CP Kỹ thuật công nghệ Klever,bắp cải; cam; chè; cà phê; dưa hấu; lúa; vải; xoài; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít; nhện lông nhung; ruồi đục quả; rầy xanh; rệp sáp; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh da láng; sâu đục bẹ,
Smash 45EC,Abamectin 30g/l + Beta-cypermethrin 15g/l,Thuốc trừ sâu,Công ty TNHH VT BVTV Phương Mai,lúa,rầy nâu; sâu cuốn lá; sâu đục thân,
Abazateha 20SC,Abamectin 1% + Bifenazate 19%,Thuốc trừ sâu,Công ty TNHH BVTV Hoàng Anh,lạc,nhện đỏ,
Banazat 20SC,Abamectin 1% + Bifenazate 19%,Thuốc trừ sâu,Công ty CP Khử trùng Nam Việt,sắn,nhện đỏ,
MDChlorbentin 30SC,Abamectin 0.3% + Chlorbenzuron 29.7%,Thuốc trừ sâu,Công ty TNHH CP Mạnh Đan,lạc,sâu cuốn lá,
Confitin 18EC,Abamectin 17.5g/l + Chlorfluazuron 0.5g/l,Thuốc trừ sâu,Công ty CP Hóa Nông Mỹ Việt Đức,bắp cải; chè; cà chua; cải xanh; dưa hấu; lúa; lạc; đậu tương; đậu xanh; đậu đũa,bọ cánh tơ; bọ nhảy; bọ trĩ; dòi đục lá; nhện gié; nhện đỏ; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh; sâu xanh bướm trắng; sâu xanh da láng; sâu đục bẹ; sâu đục quả; sâu đục thân,
Voliam Targo 063SC,Abamectin 18 g/l + Chlorantraniliprole 45g/l,Thuốc trừ sâu,Công ty TNHH Syngenta Việt Nam,khoai tây; lúa; ngô,nhện gié; ruồi đục lá; sâu cuốn lá; sâu keo mùa thu; sâu đục thân,
Getsau 10EW,Abamectin 0.5% + Chlorfenapyr 9.5%,Thuốc trừ sâu,Công ty TNHH TM DV Việt Phát,đậu xanh,sâu xanh,
Glan 130EC,Abamectin 10g/l + Chlorfenapyr 100g/l + Lambda-cyhalothrin 20g/l,Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,lúa,rầy lưng trắng,
Nongtac 150EC,Abamectin 18 g/l + Cypermethrin 132 g/l,Thuốc trừ sâu,Công ty CP XNK Nông dược Hoàng Ân,lúa,sâu cuốn lá,
Cyrotat 31SC,Abamectin 0.7% + Cyromazine 30.3%,Thuốc trừ sâu,Công ty TNHH A2T Việt Nam,cam,sâu vẽ bùa,
Globalhuk 31SC,Abamectin 0.7% + Cyromazine 30.3%,Thuốc trừ sâu,Công ty TNHH Agrofarm,đậu tương,ruồi đục lá,
Cymazin 35SC,Abamectin 1% + Cyromazine 34%,Thuốc trừ sâu,Công ty TNHH B.Helmer,cam,sâu vẽ bùa,
Song Mã 63EC,Abamectin 60g/l + (dầu khoáng và dầu hoa tiêu) 3g/l,Thuốc trừ sâu,Công ty TNHH Vật tư và Nông sản Song Mã,lúa,sâu cuốn lá,
Dinosingold 300WG,Abamectin 100g/kg + Dinotefuran 200g/kg,Thuốc trừ sâu,Công ty TNHH Hóa chất và TM Trần Vũ,lúa,rầy nâu,
Dofamec 177EC,Abamectin 22g/l + Dinotefuran 100g/l + Emamectin benzoate 55g/l,Thuốc trừ sâu,Công ty TNHH BVTV Đồng Phát,lạc,sâu khoang,
Abavec gold 9.99EC,Abamectin 8.45% + Emamectin benzoate 1.54%,Thuốc trừ sâu,Công ty TNHH TM Tân Thành,lúa,sâu cuốn lá,
"Acprodi 65EC, 11.2WP, 75WG","Abamectin 64g/l (7.2%), (25g/kg) + Emamectin benzoate 1g/l (4.0%), (50g/kg)",Thuốc trừ sâu,Công ty TNHH Hóa Sinh Á Châu,lúa; sâu cuốn; vải,lá; nhện đỏ,
"B52duc 56EC, 56SG, 68WG","Abamectin 36g/l (36g/kg), (18g/kg) + Emamectin",Thuốc trừ sâu,Công ty TNHH Việt Đức,lúa; rầy,nâu; sâu cuốn lá,
"Divasusa 21EC, 126WG",Abamectin 18g/l (1g/kg) + Emamectin benzoate 3g/l (125g/kg),Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,bắp cải; cam; chè; dưa hấu; lúa; thông,bọ nhảy; bọ trĩ; bọ xít muỗi; lá; nhện đỏ; rầy xanh; sâu cuốn lá; sâu róm; sâu tơ; sâu vẽ bùa; sâu xanh; sâu đục bẹ,
"Dofama 77EC, 150WG",Abamectin 22g/l (50g/kg) + Emamectin benzoate 55g/l (100g/kg),Thuốc trừ sâu,Công ty TNHH BVTV Đồng Phát,cam; lúa; nhện,gié; sâu cuốn lá; đỏ,
"Footsure 55EC, 108WG",Abamectin 30 g/l (38g/kg) + Emamectin benzoate 25g/l (70g/kg),Thuốc trừ sâu,Công ty TNHH Minh Thành,lúa; lạc,lá; sâu khoang,
"Emalusa 70SG, 75EC",Abamectin 35g/kg (35g/l) + Emamectin benzoate 35g/kg (40g/l),Thuốc trừ sâu,Công ty CP Quốc tế Agritech Hoa Kỳ,bắp cải; chè,sâu tơ; tơ,
Daiwantin 5EC,Abamectin 3% + Emamectin benzoate 2%,Thuốc trừ sâu,Công ty CP Futai,lúa; đậu tương,nhện gié; sâu cuốn lá; sâu xanh da láng,
Jia-mixper 5EC,Abamectin 3% + Emamectin benzoate 2%,Thuốc trừ sâu,Công ty CP Jia Non Biotech (VN),lúa; sâu cuốn; đậu tương,lá; sâu xanh da láng,
Uni-dualpack 5EC,Abamectin 3% + Emamectin benzoate 2%,Thuốc trừ sâu,Công ty TNHH World Vision (VN),lúa; sâu xanh da; đậu tương,láng; sâu cuốn lá,
"Unimectin 20EC, 116WG",Abamectin 18g/l (78g/kg) + Emamectin benzoate 2g/l (38g/kg),Thuốc trừ sâu,Công ty TNHH Hóa chất và TM Trần Vũ,hồ tiêu; lúa; tuyến,bọ trĩ; lá; trùng,
Voi tuyệt vời 67EC,Abamectin 47g/l + Emamectin benzoate 20g/l,Thuốc trừ sâu,Công ty TNHH TM Nông Phát,lúa,rầy nâu; sâu cuốn lá,
Sieufatoc 36EC,Abamectin 35g/l + Emamectin benzoate 1g/l,Thuốc trừ sâu,Công ty CP Khoa học Công nghệ cao American,bắp cải; chè; cải xanh; dưa hấu; lúa; xoài; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít muỗi; rầy bông; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Sitto Password 42.2EC,Abamectin 42g/l + Emamectin benzoate 0.2g/l,Thuốc trừ sâu,Công ty CP Châu Á Thái Bình Dương (Asia Pacific),bắp cải; chè; dưa hấu; lúa; xoài; đậu tương,bọ trĩ; rầy bông; rầy nâu; rầy xanh; sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Newmexone 80WG,Abamectin 10g/kg + Emamectin benzoate 70g/kg,Thuốc trừ sâu,Công ty CP Vagritex,lúa,sâu cuốn lá,
Hải cẩu 3.0EC,Abamectin 2% + Emamectin benzoate 1%,Thuốc trừ sâu,Công ty TNHH Nông nghiệp Xanh,lúa; đậu tương,sâu cuốn lá; sâu xanh da láng,
S-H Thôn Trang 4.8EC,Abamectin 43g/l + Emamectin benzoate 5g/l,Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,lúa,sâu cuốn lá,
TC-Năm Sao 20EC,Abamectin 18g/l + Emamectin benzoate 2g/l,Thuốc trừ sâu,Công ty TNHH Việt Thắng,bắp cải; bọ; chè; dưa hấu; lúa; nhãn; rệp; sâu; sâu cuốn; vải,bọ cánh tơ; lá; muội; trĩ; tơ; xít,
Vdcpenalduc 145EC,Abamectin 20g/l + Emamectin benzoate 5g/l + Imidacloprid 120g/l,Thuốc trừ sâu,Công ty TNHH Việt Đức,lúa,rầy nâu; sâu cuốn lá,
Atoto 10SC,Abamectin 20g/l + Emamectin benzoate 5g/l + Imidacloprid 120g/l,Thuốc trừ sâu,Công ty TNHH Rồng Đại Dương,lạc,sâu khoang,
AF-Exatin 15SC,Abamectin 3% (30g/l) + Etoxazole 12% (120g/l),Thuốc trừ sâu,Công ty TNHH Agrifuture,lạc,nhện đỏ,
Ω-Etosuper 150EC,Abamectin 3% (30g/l) + Etoxazole 12% (120g/l),Thuốc trừ sâu,Công ty TNHH Á Châu Hoá Sinh,bắp cải; chè; lúa; sâu; sâu cuốn,lá; nhện đỏ; tơ,
Bonich 20SC,Abamectin 4% + Etoxazole 16%,Thuốc trừ sâu,Công ty CP ĐT TM và PTNN ADI,hoa hồng,nhện đỏ,
Etoggo 20SC,Abamectin 4% + Etoxazole 16%,Thuốc trừ sâu,Công ty TNHH Nông nghiệp Công nghệ xanh Bắc Giang,đậu tương,sâu xanh da láng,
Tpower 40SC,Abamectin 5% + Etoxazole 35%,Thuốc trừ sâu,Công ty CP Nông dược Nhật Thành,phật thủ,nhện đỏ,
Laura 160SC,Abamectin 50 g/l + Etoxazole 110 g/l,Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,đậu tương,nhện đỏ,
Atoxa 250SC,Abamectin 50 g/l + Etoxazole 200 g/l,Thuốc trừ sâu,Công ty CP BVTV Asata Hoa Kỳ,lúa,sâu cuốn lá,
Etomec 25SC,Abamectin 5% + Etoxazole 20%,Thuốc trừ sâu,Công ty CP Nicotex,hoa hồng,nhện đỏ,
Nabazole 20SC,Abamectin 5% + Etoxazole 15%,Thuốc trừ sâu,"Nanjing Agrochemical Co., Ltd",sắn,nhện đỏ,
"Abathi 10.5GR, 10ME",Abamectin 0.5% (0.48%) + Fosthiazate 10% (9.52%),Thuốc trừ sâu,"Beijing Bioseen Crop Sciences Co., Ltd",cà phê; hồ tiêu,trùng; tuyến trùng,
Foszatin 10.5GR,Abamectin 5 g/kg + Fosthiazate 100 g/kg,Thuốc trừ sâu,Công ty CP BVTV Asata Hoa Kỳ,hồ tiêu,tuyến trùng,
ADU-Nonema 50GR,Abamectin 0.45% + Fosthiazate 4.55%,Thuốc trừ sâu,Công ty TNHH ADU Việt Nam,cà phê,tuyến trùng,
Biofos 11GR,Abamectin 1% + Fosthiazate 10%,Thuốc trừ sâu,Công ty CP Nicotex Đông Thái,cà phê,tuyến trùng,
Coxbus 11GR,Abamectin 1% + Fosthiazate 10%,Thuốc trừ sâu,Công ty TNHH Nam Bắc,cà phê,tuyến trùng,
Uron Extra 2.5EC,Abamectin 0.4% + Hexaflumuron 2.1%,Thuốc trừ sâu,Công ty TNHH Pesticide Thụy Sĩ,cải bắp,sâu tơ,
Abamix 1.45WP,Abamectin 0.45% + Imidacloprid 1.0%,Thuốc trừ sâu,Công ty CP Nicotex,lúa,bọ trĩ,
"Talor 10.8EC, 26.8WP",Abamectin 10g/l (1.8%) + Imidacloprid 98g/l (25%),Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,lúa,bọ trĩ; nâu; rầy nâu,
Aba-plus 100EC,Abamectin 10g/l + Imidacloprid 90g/l,Thuốc trừ sâu,Công ty CP SX TM Bio Vina,lúa; đậu tương,bọ trĩ; bọ xít hôi; rầy nâu; rệp muội; sâu cuốn lá,
Emicide 105EC,Abamectin 15g/l + Imidacloprid 90g/l,Thuốc trừ sâu,Công ty TNHH TM Tân Thành,lúa,rầy nâu; sâu cuốn lá; sâu đục bẹ,
Nosauray 120EC,Abamectin 30g/l + Imidacloprid 90g/l,Thuốc trừ sâu,Công ty TNHH TM Nông Phát,lúa,sâu đục bẹ,
"Vetsemex 40EC, 135WG",Abamectin 37g/l (108g/kg) + Imidacloprid 3g/l (27g/kg),Thuốc trừ sâu,Công ty CP Nông dược Việt Nam,bông vải; lúa; lạc; thuốc lá; thông; điều; đậu tương; đậu xanh,bọ trĩ; dòi đục lá; khoang; nhện gié; rầy nâu; rệp; sâu cuốn lá; sâu hồng; sâu khoang; sâu róm; sâu xanh da láng; sâu đục bẹ; sâu đục thân,
Nospider 190EC,Abamectin 35g/l + Imidacloprid 5g/l + Pyridaben 150g/l,Thuốc trừ sâu,Công ty TNHH Hóa chất và TM Trần Vũ,lúa,nhện gié,
Dugamite 27.5EC,Abamectin 18.5g/l + Imidacloprid 3.5g/l + Pyridaben 5.5g/l,Thuốc trừ sâu,Công ty CP Nông dược Nhật Việt,lúa,sâu cuốn lá,
Forces Cap 12SC,Abamectin 2% + Indoxacarb 10%,Thuốc trừ sâu,Công ty TNHH Hóa sinh Mũ Xanh,ngô,sâu keo mùa thu,
Sixsess 65EC,Abamectin 15g/l + Indoxacarb 50g/l,Thuốc trừ sâu,Công ty TNHH Hóa Nông Lúa Vàng,lúa,sâu cuốn lá; sâu năn,
Abacarb-HB 50EC,Abamectin 36g/l + Indoxacarb 14g/l,Thuốc trừ sâu,Công ty CP Quốc tế Hòa Bình,lúa,sâu cuốn lá,
Superworm 90SC,Abamectin 30g/l + Indoxacarb 60g/l,Thuốc trừ sâu,Công ty TNHH TAT Hà Nội,ngô,sâu keo mùa thu,
"Karatimec 54EC, 90WG",Abamectin 9g/l (18g/kg) + Lambda-cyhalothrin 45g/l (72g/kg),Thuốc trừ sâu,Công ty CP Nông dược Việt Nam,lúa; lạc; sâu,khoang; lá; sâu cuốn lá; sâu phao đục bẹ,
Actamec 75EC,Abamectin 36g/l + Lambda-cyhalothrin 39g/l,Thuốc trừ sâu,Công ty CP Quốc tế Hòa Bình,lúa; đậu xanh,rầy nâu; sâu cuốn lá; sâu xanh; sâu đục thân,
Bavella 99.9EC,Abamectin 30g/l + Lambda- cyhalothrin 50g/l + Phoxim 19.9g/l,Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,lúa,rầy lưng trắng,
"Kakasuper 85EC, 120EW, 421WP, 41ME, 266SC","Abamectin 30g/l (20g/l), (20g/kg), (10g/l), (1g/l) + Lambda-cyhalothrin 50g/l (50g/l), (1g/kg), (30g/l), (110g/l) + Thiamethoxam 5g/l (50g/l), (400g/kg), (1g/l), (155g/l)",Thuốc trừ sâu,Công ty CP Thuốc BVTV Việt Trung,lúa; lúa 266SC,nâu,
Ametrintox 6EC,Abamectin 1g/l + Matrine 5g/l,Thuốc trừ sâu,Công ty TNHH An Nông,bắp cải; cà chua; dưa hấu; lúa; lạc; xoài; đậu tương,bọ trĩ; nhện gié; rầy nâu; sâu cuốn lá; sâu phao; sâu phao đục bẹ; sâu tơ; sâu xanh; sâu ăn hoa,
Aga 25EC,Abamectin 20g/l + Matrine 5g/l,Thuốc trừ sâu,Công ty TNHH TM & SX Gia Phúc,bông vải; bắp cải; cam; chè; cà chua; cà phê; cải xanh; dưa hấu; lúa; nhãn; thuốc lá; vải; xoài; điều; đậu tương; đậu xanh,bọ nhảy; bọ trĩ; bọ xít; bọ xít muỗi; dòi đục lá; nhện đỏ; rầy bông; rầy chổng cánh; rầy nâu; rầy xanh; rệp; rệp muội; rệp sáp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu xanh; sâu ăn bông; sâu đục quả,
Luckyler 25EC,Abamectin 20g/l + Matrine 5g/l,Thuốc trừ sâu,Công ty CP Công nghệ cao Thuốc BVTV USA,bắp cải; cải xanh; lúa; đậu đũa,bọ nhảy; bọ trĩ; nhện gié; rầy nâu; rệp; sâu tơ; sâu xanh bướm trắng; sâu đục bẹ; sâu đục quả; sâu đục thân,
Miktox 2.0EC,Abamectin 1.8% + Matrine 0.2%,Thuốc trừ sâu,Công ty CP Nông dược Minh Khai,bắp cải; cam; chè; cà chua; lúa; vải; xoài; đậu tương,bọ trĩ; bọ xít; bọ xít muỗi; nhện gié; nhện đỏ; rầy bông; rầy chổng cánh; rầy nâu; rầy xanh; rệp; sâu cuốn lá nhỏ; sâu tơ; sâu vẽ bùa; sâu xanh; sâu xanh bướm trắng; sâu xanh da láng; sâu đục bẹ; sâu đục quả,TT28/2026: đổi tổ chức đăng ký
Sudoku 22EC,Abamectin 20g/l (2.0%) + Matrine 2g/l (0.2%),Thuốc trừ sâu,Công ty TNHH Hoá chất và TM Trần Vũ,bắp cải; cam; chè; hồ tiêu; lúa; nho; vải; điều; đậu đũa,bọ cánh tơ; bọ trĩ; nhện đỏ; rầy chổng cánh; rầy xanh; sâu cuốn lá; sâu tơ; sâu xanh; sâu đục cuống quả; sâu đục gân lá; sâu đục quả; tuyến trùng,
Tramictin 2.2EC,Abamectin 20g/l (2.0%) + Matrine 2g/l (0.2%),Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,bắp cải; cam; chè; lúa; đậu tương,bọ cánh tơ; bọ trĩ; nhện gié; nhện đỏ; rầy chổng cánh; rầy nâu; rầy xanh; sâu cuốn lá; sâu tơ; sâu xanh bướm trắng; sâu xanh da láng; sâu đục bẹ,
Newlitoc 36EC,Abamectin 35g/l + Matrine 1g/l,Thuốc trừ sâu,Công ty CP Khoa học Công nghệ cao American,bắp cải; chè; cải xanh; dưa hấu; lúa; xoài; đậu tương,bọ cánh tơ; bọ trĩ; bọ xít muỗi; rầy bông; rầy nâu; rầy xanh; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu xanh; sâu xanh bướm trắng; sâu đục thân,
Tinero 54.2EC,Abamectin 54g/l + Matrine 0.2g/l,Thuốc trừ sâu,Công ty CP Quốc tế Agritech Hoa Kỳ,bắp cải; cam; chè; dưa hấu; lúa; lạc; ngô; xoài; đậu trạch,bọ cánh tơ; bọ trĩ; dòi đục lá; nhện đỏ; rầy bông; rầy nâu; rệp; sâu cuốn lá; sâu khoang; sâu tơ; sâu vẽ bùa; sâu đục thân,
Amara 55EC,Abamectin 50 g/l + Matrine 5 g/l,Thuốc trừ sâu,Công ty CP SX - TM - DV Ngọc Tùng,bắp cải; cam; chè; cà chua; cải xanh; dưa hấu; lúa; xoài; đậu tương; đậu xanh,bọ trĩ; bọ xít muỗi; dòi đục lá; nhện gié; nhện đỏ; rầy bông; rệp; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh; sâu xanh da láng; sâu đục bẹ; sâu đục quả; sâu đục thân,
Abecyny 75EC,Abamectin 50g/l + Matrine 25g/l,Thuốc trừ sâu,Công ty TNHH TM và SX Ngọc Yến,lúa,rầy nâu; sâu cuốn lá,
Fenaba 100SC,Abamectin 20g/l + Methoxyfenozide 80g/l,Thuốc trừ sâu,Công ty TNHH Á Châu Hoá Sinh,ngô,sâu keo mùa thu,
Noble 100SC,Abamectin 20g/l + Methoxyfenozide 80g/l,Thuốc trừ sâu,Công ty CP SX và TM Công nghệ Châu Âu,lạc,sâu xanh da láng,
Amethoggo 10SC,Abamectin 2% + Methoxyfenozide 8%,Thuốc trừ sâu,Công ty TNHH TM Nam Hải Group,lạc,sâu xanh da láng,
Gatuso 10SC,Abamectin 2% + Methoxyfenozide 8%,Thuốc trừ sâu,Công ty TNHH Hóa chất Mạnh Hùng,đậu tương,dòi đục lá,
Kentak 10SC,Abamectin 2% + Methoxyfenozide 8%,Thuốc trừ sâu,Công ty TNHH Được Mùa,đậu tương,sâu khoang,
"Pompom 3.9EC, 11.6WG",Abamectin 4g/l (2g/kg) + Methylamine avermectin 35g/l (114g/kg),Thuốc trừ sâu,Công ty TNHH Vật tư và Nông sản Song Mã,lúa,sâu cuốn lá,
Abatap 30ME,Abamectin 0.2% + Monosultap 29.8%,Thuốc trừ sâu,Công ty TNHH BVTV TAT Hà Nội,lạc,sâu khoang,
Fisau 135EC,Abamectin 35 g/l + Permethrin 100g/l,Thuốc trừ sâu,Công ty CP ND Quốc tế Nhật Bản,lúa,sâu cuốn lá,
Dotimec 9EC,Abamectin 2% + Permethrin 7%,Thuốc trừ sâu,Công ty TNHH MTV BVTV Thạnh Hưng,lúa,sâu cuốn lá,
SBC-Thon Trang 190EC,Abamectin 40 g/l + Permethrin 150 g/l,Thuốc trừ sâu,Công ty TNHH TM SX Thôn Trang,lúa,sâu cuốn lá,
Đầu trâu Bihopper 270EC,Abamectin 20g/l + Petroleum oil 250g/l,Thuốc trừ sâu,Công ty CP Bình Điền MeKong,chè; cà phê; rệp,nhện đỏ; sáp,
Koimire 24.5EC,Abamectin 0.2% + Petroleum oil 24.3%,Thuốc trừ sâu,Công ty CP Nông dược Nhật Việt,bắp cải; cam; chè; cà phê; dưa hấu; lúa; vải; xoài; đậu tương,bọ cánh tơ; bọ trĩ; nhện lông nhung; nhện đỏ; rầy nâu; rầy xanh; rệp sáp; sâu cuốn lá nhỏ; sâu tơ; sâu vẽ bùa; sâu xanh da láng; sâu đục bẹ; sâu đục quả,
Petis 24.5 EC,Abamectin 0.2% + Petroleum oil 24.3%,Thuốc trừ sâu,Công ty TNHH TM Tùng Dương,cam,nhện đỏ,
Soka 25 EC,Abamectin 0.5% (5g/l) + Petroleum oil 24.5% (245g/l),Thuốc trừ sâu,Công ty TNHH Trường Thịnh,bí xanh; bông vải; cam; cà phê; dưa chuột; dưa hấu; lúa; lạc; nhãn; quýt; thuốc lá; vải; đậu tương,bọ trĩ; bọ xít dài; dòi đục lá; nhện gié; nhện lông nhung; nhện đỏ; ruồi đục quả; rầy chổng cánh; rệp sáp; sâu cuốn lá; sâu khoang; sâu vẽ bùa; sâu xanh da láng; sâu đục bẹ; sâu đục quả; sâu đục thân,
Tikrice 25EC,Abamectin 0.5% (5g/l) + Petroleum oil 24.5% (245g/l),Thuốc trừ sâu,Công ty CP XNK Thọ Khang,bắp cải; cam; chè; dưa hấu; lúa,bọ cánh tơ; bọ nhảy; bọ trĩ; nhện đỏ; rầy canh; sâu cuốn lá; sâu tơ; sâu vẽ bùa; sâu xanh; sâu đục bẹ,
Feat 25EC,Abamectin 0.2% + Petroleum oil 24.8%,Thuốc trừ sâu,Công ty TNHH Nam Bắc,bí xanh; bắp cải; cam; cà chua; dưa chuột; dưa hấu; lúa; lạc; nhãn,bọ trĩ; dòi đục lá; nhện lông nhung; nhện đỏ; sâu cuốn lá; sâu khoang; sâu tơ,
